	score
PTK2B	16.43883020401001
LAMB2	16.435880928039552
PF4	16.426773042678832
GNG8	16.417801094055175
GNG11	16.35548692703247
VAV1	16.35171929359436
ALB	16.34979832649231
GRM1	16.344958543777466
EPHB1	16.33838074684143
DYNC1H1	16.337207832336425
APOB	16.334149131774904
RBBP6	16.315107898712156
SPTA1	16.307657079696654
RHOT2	16.288933086395264
IL2RG	16.286860313415527
REEP4	16.28043601989746
HDAC7	16.2772412109375
IGF2	16.27606106758118
GNG7	16.26125823020935
FRS2	16.259958391189574
ADCY7	16.25310151100159
TPR	16.23887523651123
GNG5	16.204094572067262
MAMLD1	16.198927526473998
YWHAZ	16.197443590164184
GNG12	16.192522048950195
ADCY3	16.18548441886902
WWP1	16.181507062911987
FGR	16.16293867111206
CHD9	16.16290599822998
UBE2I	16.156085453033448
CASR	16.15502863883972
IRS1	16.129046430587767
ERBB3	16.12474016189575
RNF111	16.121760034561156
RRAS	16.114093227386476
TF	16.10611734390259
CCL4	16.094490871429443
FBXW11	16.091548080444337
PLCB2	16.083078861236572
E2F3	16.070713119506834
PPP2R5C	16.059971017837526
S1PR1	16.054067459106445
RBBP5	16.048259286880494
DNM3	16.047749996185303
RHOU	16.04242726325989
NPSR1	16.040744771957396
LCP2	16.038033056259156
TACR1	16.032867317199706
LMO7	16.029932069778443
RBBP8	16.027836532592772
LAMC2	16.025064163208008
SH3KBP1	15.995888805389404
GNB1	15.982590522766113
WNT5A	15.97852343559265
TRIM24	15.972131052017211
RHOT1	15.969690141677857
BDKRB1	15.967118463516236
FGF6	15.95756018638611
GNA11	15.951984958648682
GCG	15.951236562728882
GTF2H2	15.946039476394652
DYNLL1	15.940600471496582
HERC1	15.936523246765137
SH3GL2	15.926893215179444
STAG2	15.92567029953003
YWHAQ	15.913148021697998
HLA-DQA2	15.899783716201782
MCHR1	15.898305921554565
BLK	15.876308212280273
GNA12	15.865677661895752
SALL4	15.855420112609863
NCOA6	15.841660661697388
RHOBTB2	15.827405252456664
SMARCD3	15.814423227310181
RHOF	15.807512483596803
POLR2K	15.797245464324952
GNAI1	15.795282802581788
RHOV	15.790487432479859
KAT2B	15.781900396347046
CBL	15.77393458366394
AGTR2	15.756861667633057
SKP1	15.753201713562012
B2M	15.729842796325684
USP7	15.72212173461914
GPC3	15.721845340728759
ADRA1B	15.69607747077942
UBE2L6	15.687129259109497
VCAM1	15.686658658981322
DPF3	15.686127481460572
CD3D	15.675935297012328
BCL9L	15.670575151443481
FPR1	15.666576118469239
CDK7	15.646931133270265
HDAC4	15.646773567199707
KDM6A	15.642447700500488
STON1	15.631777534484863
GTF2A1	15.626324405670166
PLXNA1	15.623837995529176
SOCS1	15.599634141921998
MAPK12	15.590353212356568
CBX4	15.588953227996827
PLCB3	15.56654507637024
TBL1X	15.564116506576537
PLK1	15.56159218788147
ROCK2	15.560873403549195
CD28	15.560400276184081
TBXA2R	15.559536352157593
PPP2CA	15.550636281967163
SLC27A2	15.550288248062134
GOT1	15.545012254714965
NTRK1	15.541170873641967
GNGT2	15.538423757553101
TIAM1	15.538320407867431
BDNF	15.533962602615356
F2R	15.525833930969238
MDC1	15.512027015686035
CXCL8	15.497761917114257
CDH4	15.481287450790406
POLE	15.470985050201415
RTP4	15.463742809295654
IGF1	15.462402210235595
PBX1	15.43351616859436
HSPA2	15.423327112197876
GLI3	15.398475303649903
POLE3	15.386892719268799
ITGAV	15.381108827590943
IRAK1	15.37753457069397
MNAT1	15.37352292060852
EDN3	15.36087854385376
HDAC6	15.347095680236816
FRS3	15.338917407989502
GRM5	15.338780946731568
ITSN2	15.330921955108643
RHOJ	15.323189325332642
POLK	15.31396300315857
HMGCL	15.312575807571411
CD4	15.309680519104004
INPP5D	15.30431960105896
NOTCH4	15.298739700317382
C5	15.294708261489868
ACTL6B	15.294547958374023
IGHV3-11	15.28809850692749
AGO2	15.28376214981079
YWHAG	15.278994989395141
PLXNA4	15.27509789466858
TERT	15.271575899124146
PLCB4	15.267647275924682
IRF8	15.262538623809814
TCF7L1	15.259701852798463
NRG1	15.251139936447144
AJUBA	15.24713152885437
GNG10	15.244328899383545
FGF18	15.24367199897766
RHOC	15.236196928024292
GPR39	15.234602098464967
FCER1G	15.228323822021485
HDAC9	15.227523746490478
IGF2R	15.218529434204102
BRCA1	15.211282110214233
HTR2C	15.210279188156129
CBX8	15.206059312820434
LRP1	15.203345785140991
CLTC	15.195315895080567
UBE2N	15.194694871902465
LAMA3	15.194253759384155
GNG13	15.194117860794067
NMS	15.17911714553833
LYZ	15.177278690338134
GNG4	15.17501750946045
BAG4	15.165178298950195
FES	15.13680682182312
ZBTB16	15.127622079849242
UBE3A	15.119916563034058
MCHR2	15.1115562915802
MAP2K3	15.105920639038086
SPSB4	15.103278551101685
UBE2E1	15.101968441009522
YWHAH	15.099520874023437
DYNLL2	15.086930856704711
HLA-DPA1	15.078160972595215
BCL2	15.070572633743286
DVL3	15.067889890670777
AGK	15.063575057983398
PTPN1	15.059465503692627
POLE4	15.048343381881715
POMC	15.03686869621277
SPP1	15.029806289672852
ACOX1	15.028785371780396
ITGB5	15.026447677612305
FZD5	15.023785371780395
RHOG	15.022976961135864
SPEN	15.018921546936035
TAB3	15.000375003814698
PLG	14.997994527816772
GPR17	14.997118406295776
RB1	14.980032691955566
TCF7	14.97281114578247
EPAS1	14.972183380126953
CEBPB	14.964962129592896
FGB	14.958391923904419
E2F1	14.953149690628052
NFATC2	14.936783657073974
C4A	14.935388717651367
NMUR1	14.925080232620239
GFRA1	14.922061033248902
PMCH	14.918009204864502
RPA1	14.917708168029785
ACSS2	14.914170589447021
IL2RB	14.905361518859863
RAB5C	14.893036184310914
PIK3C2A	14.886237659454345
CD14	14.884923238754272
MAP2K7	14.884132804870605
CDH18	14.880857448577881
HBEGF	14.878905906677247
POM121	14.875683841705323
KLHL41	14.867222909927369
RHOD	14.857149744033814
RHOH	14.856142292022705
FGF22	14.84860631942749
LTBP1	14.845480184555054
PRKAR2B	14.833480396270751
MAML3	14.826206922531128
CCNA1	14.825087337493896
SYNJ2	14.821798162460327
NUP133	14.807899255752563
WDR5	14.805337762832641
SMARCB1	14.796783933639526
HSPA1B	14.795350599288941
CLASP1	14.794615478515626
SMAD1	14.792664337158204
WASL	14.78410976409912
PROC	14.779034595489502
PRMT5	14.775088291168213
SLC18A3	14.773505182266236
SH3GL3	14.772620658874512
LPAR4	14.77225486755371
FLG	14.764823837280273
EFNB1	14.761657333374023
YES1	14.760954942703247
BARD1	14.738057117462159
CHD3	14.736383895874024
CXCR2	14.733274955749511
ITGA6	14.712673654556275
AMPH	14.712479972839356
FZD6	14.710808525085449
FGF19	14.704095840454102
SERPINA1	14.698975582122802
RAD23B	14.683649034500123
FZD4	14.670093002319335
HELZ2	14.666759252548218
GDNF	14.666699209213256
ARHGEF25	14.663321714401246
NRG3	14.659937620162964
DYNC1I2	14.658776831626891
NOS2	14.657486801147462
ADRA1A	14.65283519744873
PSME4	14.636575574874877
CUL3	14.626213855743408
FBXO11	14.624031534194947
MYD88	14.621927442550659
PTGDR	14.621355743408204
XPO1	14.619980955123902
GRP	14.61985746383667
FGF7	14.617501306533814
GNG2	14.614961547851562
AVPR1A	14.61464345932007
SOCS3	14.61140167236328
GGH	14.610387058258057
LEF1	14.599642295837402
SDC1	14.589222936630248
NMU	14.585721788406373
BRIP1	14.583838691711426
PHC3	14.579853467941284
RAC2	14.578341989517211
CCNH	14.567136793136596
BMPR2	14.563555784225464
CCT8	14.555214614868165
HSPA1L	14.537076034545898
TBL1XR1	14.535490293502807
FBXL5	14.535368366241455
SMARCD2	14.521556968688964
SSTR3	14.516679496765137
NUP214	14.513762292861939
SMURF2	14.503527717590332
SIN3B	14.490128412246705
MEF2D	14.484590454101562
KLHL5	14.480400867462158
CCKAR	14.476997842788697
ADCY4	14.472551288604736
DHRS4	14.472145204544068
FBXW4	14.471318159103394
CDH10	14.467036666870117
RFC1	14.466242046356202
BDKRB2	14.465649518966675
SH3GL1	14.465253782272338
CST3	14.458240270614624
SPTAN1	14.45416934967041
RAF1	14.448495397567749
GOT2	14.444964170455933
CBLB	14.443369932174683
FCER1A	14.441994009017945
KLB	14.435988111495972
IDH1	14.430651655197144
FGFR4	14.429681539535522
ESR2	14.428308248519897
PRKACG	14.416720066070557
OPN4	14.416162014007568
PRMT1	14.4094016456604
PAK4	14.401550064086914
PPARG	14.39703715324402
OCRL	14.394723958969116
FBXO15	14.387160396575927
TIMP1	14.38371901512146
BIRC2	14.382342042922973
NCBP2	14.378456325531006
GAN	14.374035234451293
CSF2RB	14.372615699768067
PDGFRA	14.372476148605347
PHC2	14.367978057861329
EDNRA	14.359527931213378
TCEA1	14.341444206237792
TRIM21	14.341137037277221
S1PR3	14.340279216766357
FGF3	14.337863512039185
NPS	14.337847166061401
AKT3	14.335967130661011
RAC3	14.333395900726318
GTF2H3	14.325530471801757
PLXNA3	14.321408033370972
GCGR	14.311349678039551
CYP2E1	14.299774141311646
HLA-DPB1	14.294329500198364
CAV1	14.292150144577027
SYT9	14.285121049880981
FBXO17	14.280218887329102
HCRTR1	14.277843055725098
SYT2	14.276687383651733
HTR2B	14.271480922698975
GRM3	14.258416509628296
EPHA2	14.25068787574768
KMT2E	14.248352012634278
ADRA1D	14.24791974067688
HECW2	14.246193828582763
TGFB3	14.239694452285766
ARF6	14.23668342590332
P2RY11	14.231625833511352
ALDOA	14.229602575302124
FBXO4	14.215840559005738
TOPBP1	14.207278375625611
CD36	14.204752473831176
CCK	14.201498966217041
ACTG1	14.197939052581788
HIP1	14.19120584487915
ASB8	14.190410413742065
TNS1	14.188269834518433
LAMA4	14.187830047607422
RAPGEF1	14.186523599624634
FBXL3	14.180583095550537
RAD50	14.179527854919433
FOXO1	14.17822946548462
RING1	14.176190481185913
CYP3A4	14.154090566635132
SMC3	14.144489107131959
ZYX	14.142216501235962
BRD7	14.138303546905517
MS4A2	14.134187278747559
DNAJC3	14.132236881256103
OBSCN	14.131082592010499
OPRM1	14.129322242736816
C3	14.128575353622436
CDH13	14.125690450668335
NFKB2	14.123401441574096
CD247	14.120556526184082
POLD4	14.113390970230103
AMER1	14.111218423843384
TSC1	14.109256639480591
GRAP2	14.107471494674682
RFC5	14.106150188446044
ITGA3	14.092336444854736
BAAT	14.08943772315979
PLXND1	14.088938684463502
ACTN4	14.087126226425172
GTF2H4	14.082571563720704
CCR2	14.081331815719604
PLXNA2	14.081276473999024
FASLG	14.078042068481444
POLD3	14.074469757080077
SYNJ1	14.066872844696045
PARP2	14.063837175369263
FABP1	14.050812692642213
CDH9	14.04817461013794
ASB16	14.046228456497193
S1PR4	14.045566577911377
FUCA2	14.038055171966553
CDH7	14.035520200729371
FZD3	14.031915683746337
TGFB2	14.031176891326904
IKBKG	14.026820993423462
FGF16	14.02567759513855
BIN1	14.025224885940553
CSNK1A1	14.024617862701415
ZMYM2	14.00554822921753
EZR	13.999417371749878
FBXW10	13.99911865234375
PBRM1	13.995594444274902
TRH	13.993301239013672
NTRK3	13.992322130203247
ALDH3A2	13.991644535064697
CHRM3	13.988846511840821
AHSG	13.986584587097168
ADRA2C	13.981039257049561
FBXO7	13.977260303497314
ATG7	13.971703557968139
NPFFR2	13.966709594726563
CCNB1	13.957641496658326
GRK5	13.952375860214234
IFNB1	13.94778401374817
PSME3	13.94375298500061
KISS1	13.942792987823486
CSF2RA	13.94112401008606
CBX2	13.938025827407836
RET	13.936703996658325
ASB6	13.927488193511962
CCKBR	13.926356477737427
WRN	13.924045658111572
TYK2	13.917088260650635
OXT	13.91200267791748
CDH6	13.905636920928956
APOA5	13.902048225402831
DAB2	13.890752067565918
P2RY6	13.889706230163574
FBXW2	13.87524700164795
ROBO1	13.873827323913574
CDH12	13.86434178352356
GBP2	13.863376054763794
NFATC1	13.860409088134766
ADRA2A	13.859661264419556
FCGR3A	13.855763883590699
PTGER3	13.85151463508606
ACTR2	13.847044410705566
KLHL2	13.84670202255249
CD44	13.84551794052124
CARM1	13.836425123214722
ENPP1	13.83326820373535
AQR	13.82754976272583
PTGER1	13.82371096611023
GRPR	13.81553611755371
FANCI	13.811476411819458
HDAC1	13.803541116714477
FBXO6	13.799901475906372
DHX9	13.797649545669556
CCL20	13.796456212997436
EPHB6	13.793850593566894
USP9X	13.792687578201294
FBXO31	13.784523706436158
MAP3K14	13.78007173538208
PTK6	13.773737649917603
PHF10	13.770760345458985
SDC3	13.770276956558227
ITGAM	13.767809209823609
KISS1R	13.76591757774353
LTB4R2	13.764074287414552
ME1	13.762634639739991
PAXIP1	13.758208456039428
NPFFR1	13.757851705551147
OXTR	13.7553307056427
FLT4	13.753870248794556
HTR1A	13.753364639282227
ASB12	13.75313847541809
PCF11	13.751720924377441
HTR2A	13.741016530990601
CNR1	13.738174200057983
DYNC1I1	13.734595375061035
GNAT3	13.731864156723022
MLNR	13.731353368759155
ASB14	13.723522176742554
GPC1	13.717640314102173
CXCL2	13.71247431755066
GNRH1	13.708961181640625
FBXO40	13.705764493942262
CKAP4	13.697423033714294
DAO	13.685347661972045
KLHL25	13.680934591293335
ASB5	13.675559854507446
ITGA4	13.670753507614135
NUP210	13.670099649429321
DCC	13.665565481185913
ADAR	13.6611181640625
S1PR2	13.652934589385985
HDAC3	13.652810325622559
TAC3	13.652320203781128
MUC4	13.650992565155029
HCRTR2	13.6491374874115
FOXO4	13.64728012084961
ASB18	13.644470472335815
ITGB2	13.637976036071777
STAT5B	13.63691312789917
DPF2	13.624162893295289
SMARCE1	13.621142072677612
MED1	13.617407436370849
CDH15	13.616157960891723
NPBWR1	13.614271793365479
SMARCD1	13.612621459960938
EPHX2	13.60159026145935
FBXO27	13.598055992126465
PRKCI	13.597281465530395
FGF23	13.595652465820313
CACNA1D	13.58987112045288
CXCR3	13.589734649658203
CXCL6	13.5848237991333
CDK2	13.584735698699951
SPSB2	13.579025983810425
ATRIP	13.578157711029053
FBXO41	13.568897323608399
GTF2E1	13.565381298065185
ARHGAP35	13.56338903427124
ZNF217	13.562477436065674
CTSD	13.560982494354247
CXCL5	13.557941999435425
SYT11	13.556655216217042
SMARCC2	13.55281497001648
LAT	13.55278151512146
NUP160	13.535200901031494
ASB15	13.533517980575562
ABI1	13.532628021240235
CHD4	13.526386699676515
IGFBP3	13.525319576263428
FBXL8	13.520605783462525
FBXO30	13.516303901672364
GPR84	13.512391443252563
LPAR5	13.511588230133057
GRM8	13.510191202163696
DRD2	13.508161697387695
TRIM41	13.503984546661377
RBL1	13.500536956787109
GNRHR	13.496773719787598
FBXL4	13.494854087829589
CLTA	13.49165560245514
ALMS1	13.487012968063354
SP100	13.481273832321166
F2RL1	13.48054334640503
TLN1	13.479921789169312
GHSR	13.468893184661866
CBX6	13.465596628189086
CCNF	13.465211029052734
FBXL13	13.464900884628296
STON2	13.464785814285278
SSTR1	13.462536630630494
UBE2D2	13.462467012405396
EFNB3	13.462095794677735
CCT2	13.461757822036743
PIK3R5	13.459459962844848
MAP4K4	13.458109865188598
CCT4	13.455233001708985
FRK	13.438503694534301
NTS	13.425299844741822
GNB5	13.42402042388916
NMBR	13.414007196426391
ERLIN2	13.410755052566529
TNF	13.409204540252686
MYB	13.403455610275268
SIRT1	13.398337059020996
AGFG1	13.397850675582886
MAPRE1	13.395472555160522
CP	13.388275451660157
FBXL16	13.38482587814331
OPRK1	13.381731700897216
WSB1	13.37514274597168
GABBR2	13.374335498809815
ITGA2	13.363697142601014
ACTL6A	13.36197639465332
AVPR1B	13.358760490417481
ANAPC7	13.353893098831177
HLA-DRB1	13.352522554397583
RNF182	13.345507736206054
SMURF1	13.34109869003296
P2RY1	13.336768655776977
KAT6A	13.334991397857666
CXCR5	13.332941856384277
FGF20	13.331091976165771
TCF3	13.322537698745727
FBXW12	13.3206614112854
KCTD7	13.317612705230713
FBXW5	13.314911861419677
RXFP4	13.314171648025512
TOLLIP	13.3125452709198
P2RY2	13.31061219215393
SNX18	13.309725461006165
SGIP1	13.306431150436401
RARA	13.306116275787353
HTR1B	13.297854814529419
CUL7	13.297469968795776
VEGFC	13.295030670166016
IFIH1	13.294277172088623
QKI	13.2939959526062
FANCD2	13.290375919342042
MAPK9	13.287885417938233
NUP37	13.283075199127197
PRKCG	13.282998828887939
KLHL13	13.282916908264161
CCR1	13.28085205078125
ASB4	13.280835304260254
GPAM	13.275530977249145
CCR10	13.27327938079834
NRG2	13.273189420700072
PRKAR2A	13.264786863327027
FNBP1	13.262060852050782
TGFBR1	13.260628480911254
F5	13.25875030517578
NOTUM	13.25595447063446
CYP2B6	13.255685930252076
PSMC6	13.254756770133973
PTPRJ	13.25282299041748
SORT1	13.250216798782349
PTGFR	13.24595703125
PPP2CB	13.244673986434936
EPHA1	13.243933353424072
HACE1	13.238857707977296
SERPING1	13.232257356643677
FGFR1	13.231771631240845
LTB4R	13.2275141620636
CHRDL1	13.227228574752807
CD86	13.222017307281494
PIAS3	13.216368875503541
GAST	13.211274337768554
CCR4	13.210949811935425
ERCC3	13.210586605072022
FGF10	13.208987712860107
CACNA1C	13.205515365600586
HERC5	13.202488069534303
PPP1CA	13.202372283935548
PIPOX	13.201695814132691
CXCR1	13.198008289337158
L1CAM	13.196385641098022
RPTOR	13.194233198165893
XCL1	13.190743770599365
GP1BA	13.188006916046142
MBTPS1	13.18693359375
RFC3	13.179417924880982
APLNR	13.179360160827637
NDC1	13.164220294952393
GAPVD1	13.160071616172791
BST2	13.154201555252076
IDE	13.151086492538452
WASF3	13.14071614265442
CXCL13	13.138763313293458
ALDH3B1	13.136586179733277
TLR2	13.135135316848755
UBE2V1	13.129483423233033
UBE2A	13.127816867828368
ASB2	13.125602617263795
TRIM36	13.12226180076599
DOCK1	13.12180344581604
HLA-F	13.121428632736206
MAP2K1	13.118692817687988
PSME2	13.11774408340454
ASB7	13.116613969802856
MAPK10	13.115467929840088
CDKN2A	13.114423007965089
LEP	13.106982440948487
TAS1R3	13.09003261566162
A2M	13.088883171081543
EPO	13.081102647781371
PPIE	13.076262550354004
SQSTM1	13.073347358703613
GRM6	13.070030546188354
ASB1	13.069584970474244
EPS15	13.06925841331482
HERC3	13.066723880767823
FOXO3	13.063254051208496
CCL13	13.062762832641601
SF3B1	13.062256059646607
IL7R	13.0552681350708
SNAP91	13.052226629257202
F11R	13.05215708732605
UTS2R	13.046626272201538
CCL19	13.046272258758545
ASB11	13.044836926460267
HLA-G	13.039489994049072
DOK1	13.039344444274903
CX3CR1	13.035983390808106
FBXL14	13.027619733810425
KTN1	13.026975255012513
KLHL9	13.02404504776001
APBB1IP	13.016049871444702
SPSB1	13.016010417938233
XPA	13.01393141746521
ARHGEF1	13.012743368148804
PACSIN1	13.01052613735199
TYROBP	13.009739236831665
ITGB3BP	13.009063730239868
FSTL1	13.00839391708374
INPPL1	13.006913642883301
PDPK1	13.004371700286866
TRAF6	13.001217594146729
FOXA1	12.994035816192627
UBE3C	12.993552255630494
TRHR	12.993084506988525
NPFF	12.992732095718384
FBXL20	12.990623693466187
CIITA	12.988831586837769
MDM2	12.984369277954102
BRS3	12.982431287765502
GABBR1	12.969242248535156
PICALM	12.967444710731506
LRRFIP1	12.964436655044556
RAB5B	12.962835330963134
ACKR3	12.961309089660645
RXFP3	12.959719762802123
CHRM5	12.958321800231934
CCL21	12.957977275848389
SMC1A	12.955857553482055
CDH11	12.95347188949585
GSK3B	12.94737687110901
TACR3	12.945775842666626
NUP43	12.940429925918579
PTGDR2	12.936740398406982
PHC1	12.935695295333863
RBL2	12.933738689422608
ASB10	12.925712852478027
GLUD2	12.922292003631592
KDR	12.917587757110596
WNT11	12.917271814346314
BTBD1	12.913898038864136
FBXW9	12.91082133293152
