	score
TGOLN2	2.173297783881426
HSPB8	2.171818732023239
SRSF7	2.170780719295144
BIN1	2.1706616726517676
UBQLN1	2.169038257151842
LRIG3	2.1688284334540366
PLK1	2.1668872901797296
PLOD2	2.1665580835193397
KYNU	2.1661646401137116
FCN1	2.1660151591897012
HEXA	2.16570935100317
SUGP1	2.1656555092334746
ITGA2B	2.1647016805410386
DOCK11	2.1633963733911514
PLCG1	2.162708593606949
LUC7L2	2.1626864486932753
TARDBP	2.1625790594518186
CNTN5	2.161899752020836
STRA6	2.1612364357709883
CLCNKA	2.1607506692409517
DZIP1	2.1577190616726876
ID3	2.1574091267585755
CEP120	2.157167553603649
MAST2	2.1567508378624916
GABRB1	2.1560616660118104
GRM1	2.1555737778544426
WSB1	2.1553557738661766
NTNG1	2.1523352798819544
MME	2.152310266494751
TNFRSF17	2.151967642009258
COX4I1	2.1519447109103202
SPHK2	2.150678497552872
PSMD11	2.1496327587589623
DDB1	2.1495983201265334
SLC2A5	2.147530574798584
TF	2.147394628226757
GPS2	2.1472606602311135
PABPC3	2.1461278373003005
NTM	2.145476573109627
PRKCQ	2.145154528915882
BTG1	2.1448625648021697
ENAH	2.1445909006893635
PAX3	2.1442047929763794
RBBP7	2.144051154255867
ZNF384	2.1435317070782185
PIAS1	2.1427444905042647
GNB2	2.141991642713547
TICAM1	2.1419617730379104
ZNF721	2.1414468438923357
MBD3	2.1413123248517514
AP3B1	2.1412356650829314
YKT6	2.1393065433204175
SRGAP3	2.1392801141738893
TRPC4	2.138774447739124
IGF1	2.1376717421412468
LRIG1	2.1375367069244384
AMBP	2.13568644285202
POLR2G	2.1349803867936132
SMG5	2.134274419993162
GRIA4	2.1340297356247904
ZNF318	2.1338371911644938
SMPD4	2.1332003608345986
PRKD3	2.1317175894975664
CENPP	2.1309347522258757
SETD1A	2.1305351105332373
TMED3	2.130475405231118
B4GALNT1	2.1286501437425613
CDH12	2.12848486661911
RGMA	2.12843580275774
SOCS6	2.12829307615757
LMO4	2.1282015170902016
RHOBTB1	2.1281153467297553
TREM2	2.1257871276140214
PDIA4	2.1254977151751517
CFTR	2.1249601674079894
BRD4	2.1245480597019197
MAMLD1	2.1232629172503947
REL	2.1226061448454856
TBCE	2.1223401340842245
SOCS3	2.1222040379047393
CABIN1	2.121333345770836
TAF6	2.1208382657170297
STK40	2.1201713317632676
RAD17	2.120134857296944
ABCC9	2.1193785212934015
SNRPD2	2.119299742951989
CXCR4	2.118642928302288
POLG	2.1137496501207353
GNL2	2.113727163374424
IFT80	2.1136274456977846
TACC3	2.112774082571268
YWHAH	2.112179985046387
STK4	2.111895727813244
CDC14A	2.1115862053632735
BCL2	2.1101069271564485
GRB10	2.1099976471811535
ABCB1	2.1088058984279634
PAK3	2.1086327955126762
SEC23A	2.1086055973172186
HIC1	2.1083642145991326
SHMT1	2.1082599142193796
ZNRF3	2.1076106272637842
CCR7	2.107159667313099
SCN5A	2.107025611400604
DLX5	2.1065012660622595
NR6A1	2.1064214033633473
MYO15A	2.105620420575142
KCTD1	2.1053706903755667
PSCA	2.105172140598297
PPP2CA	2.1051684582233428
LATS2	2.1049675139784814
UGGT1	2.1036462232470514
MAP3K8	2.1035475525259972
MYOCD	2.102762593328953
KDM4A	2.102058733552694
MMRN1	2.1017413076758387
TM7SF2	2.1015510976314546
PDE4DIP	2.1013879926502703
CDH18	2.101014481186867
MRC1	2.1005264672636987
SALL1	2.100035243034363
ISG15	2.099507587850094
PLAGL1	2.0984918807446955
RALY	2.0974153518676757
CD22	2.097325932383537
SLC34A2	2.0971316367387773
OOEP	2.095757603943348
LIN9	2.095579952597618
COLEC12	2.095478917956352
MED27	2.0952257859706878
NKX2-1	2.094723597466946
SSR2	2.094673397168517
LSR	2.0944975638389587
RCC1	2.0936945213377474
BCOR	2.0927705845236777
SELP	2.0926971460878847
GMIP	2.0919541212916375
RABEP1	2.0898058565706013
CDYL	2.0880559766292572
ZFAND6	2.087946555316448
SUFU	2.087936761379242
RNF2	2.087822795659304
LSAMP	2.087791622579098
ATP11A	2.086818345785141
DVL3	2.0866455575823784
TRPC1	2.0865473678708075
CFL1	2.085637350976467
FZR1	2.0854421138763426
SLC9A3R1	2.0850538074970246
TNPO2	2.085047415047884
MELK	2.084194808602333
ENPP1	2.0839984384179115
NDUFS3	2.0837761771678927
MAP2K2	2.082810174971819
TRIP10	2.0820561021566393
ZNF331	2.081828284114599
PSEN1	2.081745631545782
PTGER3	2.0807867905497552
HTRA1	2.07954923003912
STIL	2.0792800347507
LRP5	2.0784413042664527
TAF3	2.0765199738740923
ST3GAL6	2.076140560209751
MMS22L	2.073169423341751
ETV1	2.072359962761402
GPR15	2.0720192703604696
PPP1CA	2.0716592708230017
SYT9	2.07099290817976
PAN2	2.070472723245621
IRS2	2.070135891735554
C9	2.0700697085261344
ANK1	2.069550451040268
NCOA4	2.069443943053484
FAF1	2.0686763006448747
IDE	2.068527743071318
SF3A1	2.0684167931973936
SYNGR2	2.068358853161335
EIF1	2.068137863874435
SHBG	2.0676703509688377
PCCA	2.066929039359093
SKIL	2.066816939115524
KCND2	2.066628621220589
CEP290	2.0661809712648393
NUP133	2.0658692380785943
OLFM4	2.064949711561203
INTS1	2.0644485464692117
TRAF6	2.064174645394087
MSX2	2.064077526926994
PABPC4	2.063834884762764
NR2F1	2.0637066745758057
PCK2	2.0627314522862434
SPIDR	2.0625070855021477
UHRF2	2.062450753599405
MED24	2.062216750383377
PGM1	2.061970039755106
FBLN2	2.061094500422478
ARFGEF2	2.059452676177025
LCT	2.0589284494519235
DLK1	2.0585158708691598
EZH2	2.0580111929774283
ZWINT	2.0572463612258436
WDR3	2.0567868620157244
RFWD3	2.0560457546263935
PPP2R5D	2.053783196210861
KITLG	2.0533936609327794
HS3ST2	2.0529902064800263
IFITM1	2.051799671947956
TPST1	2.051642806082964
KCNQ1	2.0515394631028174
PRKG2	2.0506501480937005
XRCC1	2.0496987757086753
TNRC6C	2.048716013580561
SMC1B	2.04832612067461
FNDC5	2.047991179227829
KIF5B	2.0474743439257144
ALPL	2.0468770256638527
SYTL2	2.0463774996995925
USP33	2.046187264919281
PMAIP1	2.0461240565776824
SMAD9	2.044585047066212
EIF2AK4	2.04428386002779
ZBTB32	2.0439374943077566
EIF3L	2.043779652863741
DEPDC1B	2.04257195264101
GNG2	2.0424536255002024
TAPBP	2.041420919895172
PIK3R5	2.0406120872497557
RELA	2.0402981185913087
RBP1	2.0392272385954855
PPM1L	2.0377216762304307
ADAR	2.037376630008221
TUBB4A	2.0364934447407723
VGLL4	2.0357258732616903
TBC1D2	2.034971904307604
DAB1	2.0349585588276384
MYCN	2.0348980215191843
GPR83	2.0341653662919996
CGN	2.032580251097679
TEC	2.0322569209337233
BEX1	2.0309353733062743
SART3	2.030452112853527
TRMT11	2.0303094712644816
GATA5	2.0286576467752457
DDX31	2.0267962071299555
BMP2	2.026622685492039
NFATC4	2.0251236307621
F12	2.0249100002646445
POT1	2.0242283019423484
MMP11	2.0241503816843034
GINS2	2.0238015332818033
OPHN1	2.0235646714270117
ACVR1B	2.023501896262169
MCM6	2.0221352669596673
FLAD1	2.022043768763542
ESYT2	2.022034628689289
KLB	2.021768664419651
TIMP3	2.021587197780609
EXOC6B	2.0211843951791524
GBF1	2.021069795191288
TRAF7	2.0205702767521143
HYOU1	2.0200603342056276
PIK3R4	2.018804456591606
FHL2	2.0182409673929214
JUNB	2.017068081498146
FOS	2.015593955218792
LIG3	2.0151952666044237
TRAF4	2.0140055019408463
PSMB7	2.0131186370924117
PPP1CC	2.012849015146494
ESR2	2.011999441087246
NUSAP1	2.0116265869140624
DENND4C	2.009783774614334
TIMELESS	2.0093793934583664
VRK1	2.0089076997339728
GLI1	2.008759407401085
RAB5B	2.0078514674305916
DCUN1D2	2.0060395777225493
MYL12A	2.0054339277744293
ELL	2.0051563879847527
TK1	2.004573556929827
ENO2	2.0044860857725144
CAPZA1	2.004388279020786
CD33	2.002807188630104
FGF19	2.0017523893713953
INTS8	2.0014724922180176
GNPTAB	2.0012715417146683
BUB1B	2.0009587079286577
RBM15	2.000762047767639
WDR6	2.0004446634650233
EHD2	2.0003497484326362
CDON	1.9994101488590241
OLA1	1.999391669780016
LRRTM4	1.9989968818426131
RCAN1	1.9989072003960608
MRC2	1.9983370652794838
POGZ	1.9978797433525324
PMS2	1.9972150006890297
TLR4	1.9967559894919396
GNG11	1.995566139817238
PNISR	1.9949019822478293
INHBA	1.9931082546710968
NR4A3	1.992930623292923
SV2B	1.992694419324398
MAN1A1	1.9920037844777108
SQLE	1.9918605969846248
GFRA2	1.9909050318598747
STRIP2	1.9905757105350494
EXPH5	1.9904186740517615
MAPRE1	1.9898268911242485
UVRAG	1.9885973538458348
SLIT1	1.9883221004903318
CAPRIN1	1.9870429083704948
PLA2G7	1.986565926671028
RGS6	1.985863555073738
PPP2R5A	1.9856251612305642
LPAR1	1.985556136071682
UBE2L6	1.9851952290534973
TNFRSF12A	1.9849976235628128
LY86	1.9837823697924615
RAB37	1.983749892413616
SCAP	1.9826811492443084
TMED9	1.9826783856749535
SYCP2	1.9826191626489162
PLS1	1.9816071613132953
MTR	1.9809639193862676
EIF3B	1.980711997449398
SNRPD3	1.9805877593159675
SIK2	1.9791276317834854
POLR2J	1.9790765829384327
IKBKE	1.9790035742521286
DAP3	1.9778626117110252
TAGLN	1.9768987712264061
HMGCS1	1.9765287765860557
NNT	1.9763236248493194
BCAT1	1.9759632954001427
NDE1	1.9738991859555244
YBX3	1.973363562040031
CDH24	1.9720140582323074
IWS1	1.9706009104847908
FHL1	1.9697199648618697
EPC1	1.9695009753108024
TRPV6	1.9692983573675156
CD55	1.9691608190536498
GMDS	1.9689462986588477
VCAM1	1.9688874578475952
TANK	1.9684056352078914
GPT2	1.9670866024494171
CKAP4	1.9667967656254768
PKN2	1.9659050657600163
NNMT	1.9653615537285805
TFE3	1.9652962842583657
INTS3	1.9640453995764255
IRS4	1.9627841559052468
RGS5	1.9618513160943984
UNC13A	1.9617718663811683
MPP6	1.960722390860319
OR51E1	1.959921386241913
IQCB1	1.9587611006200314
PPRC1	1.9578424368798732
PHB2	1.9578011438250542
PRKACB	1.9570878314971925
FOSL2	1.9562256297469138
CACNA1H	1.9562145268917084
THOC3	1.9557218742370606
RAB6B	1.9554350113868713
ITK	1.9551699930429458
CASK	1.9549612504243852
ANKRD1	1.9539327961206436
ERGIC1	1.9532846888899804
WNT3A	1.9531267738342286
RNGTT	1.9515443438291549
PDIA6	1.9514583469927311
MRPS25	1.9512529927492142
TBK1	1.9511619399487972
SOX6	1.9505487689375878
KLHL5	1.9503274622559548
SCARA5	1.949612701535225
GCK	1.948732228577137
RFX3	1.9485160623490811
BMPR2	1.948429600596428
CUL2	1.9483633890748024
PCOLCE	1.9480448532104493
PSMD3	1.9470655742287635
KPNA1	1.9468998897075653
RHOC	1.9468550968170166
TBP	1.9459837791323662
CEP250	1.945940497815609
MAPK8	1.9441825208067893
WASF1	1.9427047184109687
HOOK3	1.9419591295719147
TFAP2B	1.9409345921874046
KIF5C	1.939229103922844
SAFB	1.9387328520417213
LIFR	1.9374740514159203
PELP1	1.9365968526899815
RP1L1	1.9352137818932533
ID4	1.9347134020924568
RPH3A	1.9339838498830795
THRA	1.9337703457474709
NDUFS1	1.9336614882946015
ZNF808	1.9336149975657464
TRIP12	1.9330690731108189
DDX39B	1.9326563480496406
DLGAP4	1.9318808415532112
CLSTN1	1.9311822015047073
TBXAS1	1.9309335425496101
PITX1	1.9305106261372567
CEP55	1.9304854476451874
TAOK3	1.930179345458746
PPP6R2	1.9293328976631166
CLTB	1.9289730513095855
FUBP1	1.928618800342083
FGF7	1.9280919802188874
CRABP2	1.9280657342076302
CEBPE	1.9272081726789474
TRIM44	1.926566576808691
RGS1	1.926538487970829
TARBP2	1.9263622304797172
UBE2I	1.9260117609798908
CD9	1.9257368648052215
SPDL1	1.9254224917292595
USP47	1.9251480807363988
MRE11	1.9249805058538914
MYH7	1.9246868684887886
AGO3	1.923834238052368
SIRPB1	1.9235553953051567
SPIN1	1.9223685407638549
IDH1	1.9213322457671165
UBE2G1	1.9213145986199378
ST14	1.9208099868893624
ANO6	1.9207833057641983
ANAPC5	1.920326706469059
FOXP4	1.9202610424160957
PLAU	1.920154864192009
NELFE	1.9197654718160628
PER1	1.9193876542150974
PRSS21	1.9189763090014458
CD4	1.918349769115448
HERC5	1.9181897497177125
RARG	1.9167129018902778
MYOC	1.9162472569942475
HAPLN1	1.9154269737005234
DENND1A	1.915091316625476
LPGAT1	1.9147315818071364
PEX5L	1.9147178050875664
FEN1	1.9146767511963845
ATXN7	1.9141001939773559
SYT7	1.9140967327356337
SSR3	1.9138137270510196
SCML2	1.9137782260775567
ENSA	1.913741440474987
MBD1	1.9113886606693269
RPS21	1.910831778049469
PDE8B	1.9101816381514072
CALR	1.9086738273501396
HK2	1.9086269533634186
MYH8	1.908551273047924
UBE2Z	1.907139975130558
PEX14	1.9061797995865346
C8B	1.9054397401213645
PSMC6	1.9051629182696344
EIF5	1.904774233698845
PTGES3	1.904750475436449
ILF2	1.9032874181866646
DFFA	1.9028984752297402
CUL4B	1.9021626567840577
GOLIM4	1.9019443368911744
HCN4	1.9007946142554284
FAM120B	1.9004897689819336
USP24	1.900324841365218
LIG4	1.9003217068314553
RBPMS	1.9002145394682883
CREM	1.899959253668785
USP28	1.8974764382839202
FH	1.8974482372403145
VANGL2	1.8972521966695786
ZNF99	1.8971425330638885
YES1	1.8971329087018967
CKB	1.896931437253952
CCDC8	1.8967809861898421
CHSY3	1.89665372133255
NUP188	1.8965537711977958
CCT3	1.896024757027626
ITGA4	1.8952839341759682
LGALS3	1.893878788650036
ATP2A1	1.893812203705311
NFKB1	1.8934608775377273
PALMD	1.8933002120256424
SNX1	1.8919781839847565
GRK5	1.8916118229925631
TLR6	1.891499091088772
FMNL1	1.8901702013611794
PRKCI	1.8887106975913048
RPS13	1.8882654801011085
HMGB3	1.8881992429494858
HIPK3	1.8875185124576093
CECR2	1.8861627465486526
SETD1B	1.885417987704277
PRPF40A	1.8853582747280597
CD86	1.8851523074507712
WDR59	1.8847085569798947
BCL2L1	1.884648667573929
SCNN1B	1.8839892798662186
MED17	1.882998319864273
ETV4	1.8828715187311174
KRT17	1.882476492226124
MGAT5	1.8806636862456798
SEC14L1	1.8801637187600135
TBC1D15	1.879978474676609
ST8SIA1	1.8796115776896476
KIF21B	1.878750794827938
GALNT10	1.8779619339108466
ARHGEF12	1.8778868556022643
PTPRR	1.8778264981508255
SLC30A10	1.877439631521702
TAF7	1.8772385600209236
KRT6A	1.8766101005673408
TCP1	1.8754057623445988
RAB1A	1.8738382294774056
GRIN2B	1.873617666065693
AFF1	1.87298858076334
PFKFB4	1.872734965980053
CNOT2	1.8724527609348298
STOM	1.8724142134189605
DNM2	1.8722676628828048
FOXL2	1.8715990015864372
DHTKD1	1.8712716752290726
FBXL20	1.871097442805767
TOR1AIP2	1.8709217000752687
TMC6	1.8708879497647286
MIA3	1.8702863019704818
WDR82	1.87025934740901
CLTCL1	1.8701211348176003
IFI6	1.8698720189929008
HLA-DQB1	1.869428163766861
CHAF1A	1.8692886978387833
PSMD2	1.8680510967969894
INSIG1	1.8675328826904296
PRLR	1.867411579489708
BATF	1.8667770820856093
PTPRE	1.8666901731491088
TAGAP	1.8664757093787194
FBXO17	1.8663974249362945
HNRNPM	1.8661396864056587
MGST1	1.8655338425934316
FAM168B	1.8651345458626747
PGD	1.8649006997793913
PPM1D	1.8645263281464577
ARHGEF9	1.8640639901161193
PMP22	1.8635417115688324
ME1	1.8634038850665093
BRD1	1.862187537252903
HLA-DQA2	1.8618584477901459
FBN3	1.8598274672031403
TAOK2	1.8597022157907486
IL12A	1.8595784384012222
PAWR	1.857931718751788
RAB5C	1.8574676859378814
FYCO1	1.8555834171175958
RPL18A	1.8552269008755684
TARS2	1.8549509531259536
SNRPA	1.8547693559527396
STRAP	1.8544313891232014
ZNF451	1.8542180946469307
UBA6	1.8529960000514984
EEA1	1.8529561254382134
FZD1	1.852675277888775
TRIP11	1.8519345006346704
AGTR1	1.8517608959972858
MBD6	1.8516591396927833
TCEA3	1.8515004318952561
URB1	1.851109389066696
GPAM	1.8507350891828538
CIITA	1.8493631637096406
QPRT	1.8491909870505332
ITGB8	1.8490847223997116
FBXO21	1.8489270523190497
CERS2	1.847978113591671
COBL	1.8465466794371606
MUC6	1.8451619109511375
HSD17B4	1.844436191022396
KMO	1.8444346544146537
TCF7	1.8442325320839883
CAPN6	1.8431311416625977
PUF60	1.8427913051843643
HDAC8	1.842380018234253
NAA15	1.8423747569322586
E2F7	1.8420176416635514
RPS6KA5	1.841493839919567
FANCL	1.840869048088789
BTRC	1.8406343734264374
GHR	1.8400350067019462
SEC11A	1.840016856789589
KIF18B	1.8399915236234665
VKORC1L1	1.8399555939435959
FBXO11	1.8388321569561958
TGFB2	1.8383136305212975
BCL11A	1.8382084979116917
PNP	1.8378223037719728
SRRT	1.8375266653299331
MAPK10	1.8374747794866562
ZWILCH	1.8358675932884216
KPNA2	1.8343746557831764
TRPC4AP	1.8335713117197157
RET	1.8334408155083657
LEF1	1.8332586571574212
C2CD3	1.832484924197197
UBE2V2	1.8315226593613625
PRKAA1	1.8310208429396153
CACNA2D3	1.8310161969065666
ORC2	1.8309701719880105
PSMA1	1.8305506213009357
MRPL42	1.8303148975968362
EOMES	1.829598378241062
COL16A1	1.829413986802101
MTDH	1.8289187587797642
CHTOP	1.8287970808148384
SGIP1	1.8287599727511406
CD109	1.8282394856214523
TFG	1.8279903987050057
MLXIP	1.8274227780103685
RNF111	1.8273179143667222
MAPK14	1.8271977707743645
ACTG1	1.8268304511904716
PBX3	1.8265981425344944
SLC5A6	1.8258911573886871
VLDLR	1.8257971569895743
CLDN19	1.8257907764613628
IL7R	1.8254816469550132
STT3A	1.8251623821258545
GJB1	1.8244645488262177
TAF5	1.824460918903351
MBP	1.8238573467731476
CUL5	1.823231953382492
KLHL2	1.8228833639621735
S1PR2	1.821922777891159
KIF1C	1.8218652987480164
NUDCD3	1.8218338584899902
NGF	1.8217105981707573
TAB1	1.8213629060983658
TRIM27	1.8205549709498883
NAP1L4	1.82028895303607
RBBP8	1.8200303480029105
CR2	1.8193387261033058
SMARCD3	1.8180942431092262
KLF4	1.8180208602547645
ZMYND8	1.816933405995369
GIMAP8	1.8168140548467635
KANSL3	1.8167723071575166
GMPS	1.8164810046553612
SYNGR1	1.8157230252027512
USP3	1.8145495833456515
PCDH1	1.8142577281594277
NDUFV1	1.8141568505764007
NLRC4	1.813655079305172
CR1	1.812285567522049
LAMTOR1	1.8121986830234527
FZD2	1.8121013316512107
IRAK3	1.8119086742401123
NEFM	1.81158304348588
PPP2R5C	1.810445153415203
CSF3R	1.809725022315979
NFYB	1.8094921803474426
CHRM3	1.809409308731556
CCNE2	1.809331806898117
MAVS	1.8088586154580115
KRT15	1.8076588134467602
CMSS1	1.8070315194129944
SYMPK	1.8067788463830947
MLXIPL	1.8050470346212386
NAT10	1.8045835311710834
HOXC9	1.8041469922661781
NEK1	1.8033630284667015
SLC25A25	1.802968302667141
MAFA	1.8023406246304512
HKDC1	1.8022489020228385
XRCC2	1.7993070071935653
PRDM1	1.7990969023108483
SEPTIN7	1.7987985302507878
TMEM30A	1.7982664994895459
MAP3K14	1.7980132734775542
STK24	1.79775688752532
GPC4	1.7968901461362838
S1PR1	1.7967636984586717
HCLS1	1.7960255879163742
MATN4	1.7952635851502419
TOB2	1.7937086361646652
ESYT1	1.7920986276865005
RHBDF2	1.7920452544093133
MAP3K11	1.7909837752580642
GREM2	1.7909487450122834
KRT10	1.7904698634147644
MTMR12	1.789584787040949
LRRC8C	1.7889707055687905
HSPA9	1.788596207201481
FXYD1	1.7883321008086204
DAZAP1	1.7877656027674675
POLR2H	1.7865613968670369
RXFP1	1.7861992955207824
SLC12A2	1.7854745188355445
RNF31	1.7852419924736023
CGNL1	1.7842459440231324
E2F5	1.7842366588115692
FGF10	1.7841508585214614
DENND5B	1.7815687808394431
EIF3CL	1.7815468707680702
TADA3	1.7815428422391415
BIRC3	1.780573182106018
AMBRA1	1.7804537475109101
PCDHB2	1.7798656567931175
HOXA10	1.779421437382698
EFNB3	1.7792496213316917
PHF1	1.7789546948671342
RRP12	1.7780689072608948
DLG3	1.7777288511395455
RPN1	1.7774466315284372
LRP10	1.77677071839571
CBX2	1.7766986256837844
MYH3	1.7763251426815987
AKR1B1	1.7762834572792052
ZMYND11	1.7758257062733174
HMMR	1.7748244979977608
LIMA1	1.7731825175881386
EPS15L1	1.7730594030022622
SPRY4	1.7720828106999398
MYOM2	1.772081056535244
KIF26A	1.771804628074169
IL1RAPL2	1.771405496299267
ANLN	1.7711227869987487
KCNB2	1.770819316506386
TXNL4A	1.7699241951107978
RASIP1	1.7697025701403617
NRG1	1.7696078574657441
KRT19	1.7695672464370729
SPG11	1.7693470916152
RGS12	1.7687972658872604
RARB	1.768733450770378
CD48	1.768673688173294
PDIA3	1.7682109947502613
SUZ12	1.7677363643050195
EXOSC2	1.7670753121376037
PLIN2	1.7667821183800698
UQCRH	1.7644984471052885
MDH2	1.7643479542434215
DENND5A	1.7637752616405487
FBXW4	1.7629843237996101
VAMP8	1.762520681321621
BMP2K	1.7616177758574485
UQCC1	1.7615745091438293
ZMIZ2	1.7614767843484878
MCU	1.759849527105689
UNC13D	1.7587782245874406
KIF3B	1.7585129152238368
TRA2A	1.757720047403127
LHX2	1.755980770289898
PDK4	1.7558386324346065
MYBL2	1.7554479026794434
SDC4	1.7549915662407876
PRPF3	1.7549679625034331
NFYC	1.7549204584956168
KCNIP4	1.7543562361598015
E2F1	1.7543100970983505
XIAP	1.7541594725847245
SH2B3	1.7539954280853272
GLP1R	1.7524823132157326
RPGRIP1L	1.7523199889063834
PTPRCAP	1.7515642562508582
PPP1R1B	1.7513959217071533
FARS2	1.7513087370991707
APP	1.7509895437955856
UNC5B	1.750950091779232
SORD	1.7505595782399177
TRIM9	1.7503568521142006
HAND2	1.7500499951839448
TPCN1	1.7490057155489922
TTC21B	1.7489798033237458
ORC3	1.7487378537654876
SIX3	1.748566457927227
AP1B1	1.7484525644779205
ERAL1	1.748301472067833
ZYX	1.7480349165201188
NFIX	1.7478715738654136
GTF2H3	1.7463255050778388
P2RY1	1.746080151796341
FAM110B	1.7456394436955451
COA1	1.7453938978910446
SFTPD	1.744924790263176
LPIN2	1.7448378160595894
SNRNP40	1.7442966732382774
SLAMF1	1.7441646951436995
RASGRF1	1.7440334418416024
GSTM1	1.743498593866825
DIO2	1.743165449798107
SEMA3E	1.743066788315773
TCL1A	1.7428597551584244
SPINT1	1.7428258231282234
KHSRP	1.7425634413957596
RECQL4	1.7418738719820976
NDC1	1.741706220805645
MADD	1.7410887244343758
SLC44A1	1.7399870723485946
SH3GL2	1.7395702719688415
GREM1	1.7394258987903595
TEK	1.7387612092494964
OPA1	1.7381453609466553
CSF2RB	1.7380976724624633
GRAP2	1.7379773178696631
RPS7	1.7371017086505889
STX16	1.7364303648471833
SLC7A8	1.7347292609512805
CTBP1	1.7345525923371314
NCK1	1.7345368768274785
TNNI3	1.7340874442458152
POLR2E	1.7340613633394242
PLAUR	1.7336501067876815
NEDD1	1.733180120587349
LSM14A	1.7331704372167587
OAZ1	1.7330346986651421
MAPK6	1.7330019038915634
ACTL6A	1.7329704335331917
TNR	1.7323696887493134
KIF11	1.7319815117120743
LTA	1.731283218562603
SF3A3	1.7305034179612995
RAD50	1.7300621011853219
CDC42	1.7296643573045731
KIF15	1.7293484336137772
G6PC	1.728974062204361
RPA2	1.7288453602790832
HSPB1	1.7279612874984742
MIS18BP1	1.7277997615933418
HPS3	1.7269630274176597
DYNC1LI1	1.7252216359972954
CCNY	1.7247352406382561
GPD1L	1.7245624643564224
NR4A1	1.7245242181420326
PAX8	1.7239783564209938
THBS3	1.7235990437865256
TXNDC5	1.723159832060337
DDIT4	1.7230366954207421
DCC	1.7225395518541335
CXCL6	1.7223795321583748
PRKCZ	1.721801033616066
PKP2	1.7215595173835754
NELFB	1.7203460344672203
DPPA4	1.7202716425061226
IL1RL2	1.720061055123806
GDF7	1.7200342953205108
LGALS3BP	1.719957877099514
RRAGA	1.718736391365528
UBE3A	1.7184927399083971
PRMT5	1.7182109490036965
NACA2	1.7158460591733455
LILRB1	1.7157005789875983
SETDB1	1.7139319974184035
KAT2A	1.7136810411512853
RSL1D1	1.713421460390091
PRDX2	1.7134185281395913
SLC44A5	1.713017246723175
POLD4	1.7129840922355652
ITGA10	1.7128540697693824
KRT6B	1.708624850809574
KCND3	1.708505400121212
TNNC1	1.7084990245103837
NUP37	1.705286308825016
C6	1.7038055911660195
NNAT	1.7035961881279946
COL8A2	1.7027750808000564
RHOB	1.7025750702619553
PDE4A	1.7012890008091928
MRPS21	1.7010576725006104
FPR2	1.6998347800970077
ID2	1.6996293929219246
GEN1	1.6991650104522704
RAC3	1.6986566573381423
SRSF6	1.6985562168806791
PIK3CB	1.6981355902552604
CENPM	1.6977073898911477
ICAM1	1.6963621187210083
EPHB6	1.6961073356866836
GSPT1	1.6932978016138076
PRKAR1A	1.6921568042039872
LRRC8B	1.6918779850006103
CTNND2	1.6918542613089085
DSG2	1.6901173985004425
CYP8B1	1.6900016731023788
IVNS1ABP	1.6895117466151715
BCR	1.6889595472812653
GTF2F2	1.68827188372612
L1CAM	1.6879282951354981
FCGR3A	1.6873025664687156
WDR5	1.6872536562383176
TIMM50	1.6858779093623162
TPK1	1.6854428558051586
EPN2	1.685144482254982
F11	1.6848273849487305
TIMP2	1.6845073381066322
RIMKLB	1.6834340892732143
SIX1	1.68328194886446
SENP6	1.6820963893830776
PLCH1	1.6806923252344133
SLC39A7	1.6802082255482673
PKD2L1	1.6798832008242608
TRPV4	1.679858486056328
DVL2	1.6789133417606354
GNG7	1.6779015472531318
SH3GL1	1.677708074748516
DSE	1.6768498989939689
SORT1	1.6766834834218025
NUDC	1.676609462350607
OXA1L	1.6753025883436203
SLC4A2	1.674434739947319
DCUN1D5	1.6738134416937829
IFT172	1.6736047816276551
PRPF40B	1.6735656610131264
SLC17A8	1.6734366726875305
CCT6A	1.6725941935181619
CLIP2	1.6714784479141236
SLX4	1.6709992586076259
MSRA	1.6702056863904
HAVCR1	1.6700979298353196
KCNN2	1.6699859714508056
ARID4B	1.6698822715878487
AJUBA	1.6692318558692931
IFNE	1.6688947224617003
LSM4	1.6684985618293284
MYH13	1.6678768336772918
DKC1	1.6678504204750062
IREB2	1.6675443124771119
MX2	1.6672870928049088
APOE	1.6671785521507263
RUSC2	1.6659563890099525
CDC42EP2	1.6659403604269027
CAV2	1.6658328995108604
FAU	1.6645135122537613
SLC6A3	1.6642390502989293
TNK2	1.663541971296072
MAGOHB	1.6627083784341812
MEMO1	1.6623612627387048
PLEKHA7	1.6612928247451781
AQP1	1.661149118244648
GAB1	1.6609391808509826
HELZ2	1.6608659341931342
GTF2A1L	1.6606964829564095
RAB5A	1.6606009343266488
SLC26A6	1.6600954669713974
HNRNPA3	1.6596872602403163
SYDE2	1.658408336341381
TBC1D1	1.6579624247550964
CNKSR1	1.6571690860390662
POLB	1.6565975108742714
CHRNA4	1.6564123716950416
TFAP2C	1.655621685385704
PFKFB2	1.654975263774395
PACSIN2	1.654600158929825
CLTA	1.6544520860910417
NR1I3	1.6543384379148482
NEMF	1.6540112021565436
SNAP91	1.6535530671477319
EXO1	1.6535136806964874
UNC80	1.6531691452860833
MTF1	1.6529555290937423
SLC7A6	1.652378198504448
HTR1D	1.6523302575945855
IPO8	1.6513010931015015
PPIL1	1.64994350284338
SNRPD1	1.6497539667785168
MPP2	1.649724977016449
KCNJ16	1.6495178210735322
MYO3B	1.64911338865757
CTR9	1.6491110137104987
